Date and Time,Total count,High risk count,Low risk count,safe count
06/02/2021 22:35:22,2,2,0,0
06/02/2021 22:35:22,2,2,0,0
06/02/2021 22:35:22,2,2,0,0
06/02/2021 22:35:22,3,2,0,1
06/02/2021 22:35:22,3,2,0,1
06/02/2021 22:35:22,3,2,0,1
06/02/2021 22:35:22,2,0,0,2
06/02/2021 22:35:22,2,0,0,2
06/02/2021 22:35:22,4,2,0,2
06/02/2021 22:35:22,4,2,0,2
06/02/2021 22:35:22,4,2,0,2
06/02/2021 22:35:22,4,2,0,2
06/02/2021 22:35:22,2,2,0,0
06/02/2021 22:35:22,2,2,0,0
06/02/2021 22:35:22,2,0,0,2
06/02/2021 22:35:22,2,0,0,2
06/02/2021 22:35:22,3,0,0,3
06/02/2021 22:35:22,3,0,0,3
06/02/2021 22:35:22,3,0,0,3
06/02/2021 22:35:22,3,0,0,3
06/02/2021 22:35:22,3,0,0,3
06/02/2021 22:35:22,3,0,0,3
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,4,3,0,1
06/02/2021 22:35:22,4,3,0,1
06/02/2021 22:35:22,4,3,0,1
06/02/2021 22:35:22,4,3,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,2,2,0,0
06/02/2021 22:35:22,2,2,0,0
06/02/2021 22:35:22,4,4,0,0
06/02/2021 22:35:22,4,4,0,0
06/02/2021 22:35:22,4,4,0,0
06/02/2021 22:35:22,4,4,0,0
06/02/2021 22:35:22,2,2,0,0
06/02/2021 22:35:22,2,2,0,0
06/02/2021 22:35:22,2,0,0,2
06/02/2021 22:35:22,2,0,0,2
06/02/2021 22:35:22,5,4,0,1
06/02/2021 22:35:22,5,4,0,1
06/02/2021 22:35:22,5,4,0,1
06/02/2021 22:35:22,5,4,0,1
06/02/2021 22:35:22,5,4,0,1
06/02/2021 22:35:22,3,0,0,3
06/02/2021 22:35:22,3,0,0,3
06/02/2021 22:35:22,3,0,0,3
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:35:22,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
06/02/2021 22:40:14,1,0,0,1
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,4,0,0,4
08/02/2021 09:44:16,4,0,0,4
08/02/2021 09:44:16,4,0,0,4
08/02/2021 09:44:16,4,0,0,4
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,2,0,2,0
08/02/2021 09:44:16,2,0,2,0
08/02/2021 09:44:16,2,0,0,2
08/02/2021 09:44:16,2,0,0,2
08/02/2021 09:44:16,3,0,2,1
08/02/2021 09:44:16,3,0,2,1
08/02/2021 09:44:16,3,0,2,1
08/02/2021 09:44:16,3,0,2,1
08/02/2021 09:44:16,3,0,2,1
08/02/2021 09:44:16,3,0,2,1
08/02/2021 09:44:16,4,0,2,2
08/02/2021 09:44:16,4,0,2,2
08/02/2021 09:44:16,4,0,2,2
08/02/2021 09:44:16,4,0,2,2
08/02/2021 09:44:16,4,0,2,2
08/02/2021 09:44:16,4,0,2,2
08/02/2021 09:44:16,4,0,2,2
08/02/2021 09:44:16,4,0,2,2
08/02/2021 09:44:16,4,0,2,2
08/02/2021 09:44:16,4,0,2,2
08/02/2021 09:44:16,4,0,2,2
08/02/2021 09:44:16,4,0,2,2
08/02/2021 09:44:16,3,0,2,1
08/02/2021 09:44:16,3,0,2,1
08/02/2021 09:44:16,3,0,2,1
08/02/2021 09:44:16,2,0,2,0
08/02/2021 09:44:16,2,0,2,0
08/02/2021 09:44:16,2,0,2,0
08/02/2021 09:44:16,2,0,2,0
08/02/2021 09:44:16,2,0,2,0
08/02/2021 09:44:16,2,0,2,0
08/02/2021 09:44:16,3,2,0,1
08/02/2021 09:44:16,3,2,0,1
08/02/2021 09:44:16,3,2,0,1
08/02/2021 09:44:16,3,2,0,1
08/02/2021 09:44:16,3,2,0,1
08/02/2021 09:44:16,3,2,0,1
08/02/2021 09:44:16,5,2,0,3
08/02/2021 09:44:16,5,2,0,3
08/02/2021 09:44:16,5,2,0,3
08/02/2021 09:44:16,5,2,0,3
08/02/2021 09:44:16,5,2,0,3
08/02/2021 09:44:16,4,2,0,2
08/02/2021 09:44:16,4,2,0,2
08/02/2021 09:44:16,4,2,0,2
08/02/2021 09:44:16,4,2,0,2
08/02/2021 09:44:16,4,2,1,1
08/02/2021 09:44:16,4,2,1,1
08/02/2021 09:44:16,4,2,1,1
08/02/2021 09:44:16,4,2,1,1
08/02/2021 09:44:16,3,2,1,0
08/02/2021 09:44:16,3,2,1,0
08/02/2021 09:44:16,3,2,1,0
08/02/2021 09:44:16,3,2,0,1
08/02/2021 09:44:16,3,2,0,1
08/02/2021 09:44:16,3,2,0,1
08/02/2021 09:44:16,3,2,0,1
08/02/2021 09:44:16,3,2,0,1
08/02/2021 09:44:16,3,2,0,1
08/02/2021 09:44:16,2,2,0,0
08/02/2021 09:44:16,2,2,0,0
08/02/2021 09:44:16,2,2,0,0
08/02/2021 09:44:16,2,2,0,0
08/02/2021 09:44:16,2,2,0,0
08/02/2021 09:44:16,2,2,0,0
08/02/2021 09:44:16,2,2,0,0
08/02/2021 09:44:16,2,2,0,0
08/02/2021 09:44:16,2,2,0,0
08/02/2021 09:44:16,2,2,0,0
08/02/2021 09:44:16,2,2,0,0
08/02/2021 09:44:16,2,2,0,0
08/02/2021 09:44:16,2,0,0,2
08/02/2021 09:44:16,2,0,0,2
08/02/2021 09:44:16,1,0,0,1
08/02/2021 09:44:16,1,0,0,1
08/02/2021 09:44:16,2,0,0,2
08/02/2021 09:44:16,2,0,0,2
08/02/2021 09:44:16,3,0,2,1
08/02/2021 09:44:16,3,0,2,1
08/02/2021 09:44:16,3,0,2,1
08/02/2021 09:44:16,2,0,2,0
08/02/2021 09:44:16,2,0,2,0
08/02/2021 09:44:16,2,0,2,0
08/02/2021 09:44:16,2,0,2,0
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,4,0,0,4
08/02/2021 09:44:16,4,0,0,4
08/02/2021 09:44:16,4,0,0,4
08/02/2021 09:44:16,4,0,0,4
08/02/2021 09:44:16,2,0,0,2
08/02/2021 09:44:16,2,0,0,2
08/02/2021 09:44:16,2,0,0,2
08/02/2021 09:44:16,2,0,0,2
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,4,2,0,2
08/02/2021 09:44:16,4,2,0,2
08/02/2021 09:44:16,4,2,0,2
08/02/2021 09:44:16,4,2,0,2
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,2,0,0,2
08/02/2021 09:44:16,2,0,0,2
08/02/2021 09:44:16,5,3,1,1
08/02/2021 09:44:16,5,3,1,1
08/02/2021 09:44:16,5,3,1,1
08/02/2021 09:44:16,5,3,1,1
08/02/2021 09:44:16,5,3,1,1
08/02/2021 09:44:16,5,2,0,3
08/02/2021 09:44:16,5,2,0,3
08/02/2021 09:44:16,5,2,0,3
08/02/2021 09:44:16,5,2,0,3
08/02/2021 09:44:16,5,2,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,2,0,0,2
08/02/2021 09:44:16,2,0,0,2
08/02/2021 09:44:16,2,0,0,2
08/02/2021 09:44:16,2,0,0,2
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,4,0,0,4
08/02/2021 09:44:16,4,0,0,4
08/02/2021 09:44:16,4,0,0,4
08/02/2021 09:44:16,4,0,0,4
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,2,0,0,2
08/02/2021 09:44:16,2,0,0,2
08/02/2021 09:44:16,2,0,0,2
08/02/2021 09:44:16,2,0,0,2
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,3,0,0,3
08/02/2021 09:44:16,4,3,0,1
08/02/2021 09:44:16,4,3,0,1
08/02/2021 09:44:16,4,3,0,1
08/02/2021 09:44:16,4,3,0,1
08/02/2021 09:44:16,4,0,0,4
08/02/2021 09:44:16,4,0,0,4
08/02/2021 09:44:16,4,0,0,4
08/02/2021 09:44:16,4,0,0,4
08/02/2021 09:44:16,4,2,0,2
08/02/2021 09:44:16,4,2,0,2
08/02/2021 09:44:16,4,2,0,2
08/02/2021 09:44:16,4,2,0,2
08/02/2021 09:44:16,4,2,0,2
08/02/2021 09:44:16,4,2,0,2
08/02/2021 09:44:16,4,2,0,2
08/02/2021 09:44:16,4,2,0,2
08/02/2021 09:44:16,4,2,0,2
08/02/2021 09:44:16,4,2,0,2
08/02/2021 09:44:16,4,2,0,2
08/02/2021 09:44:16,4,2,0,2
08/02/2021 09:44:16,4,0,0,4
08/02/2021 09:44:16,4,0,0,4
08/02/2021 09:44:16,4,0,0,4
08/02/2021 09:44:16,4,0,0,4
08/02/2021 09:44:16,4,0,0,4
08/02/2021 09:44:16,4,0,0,4
08/02/2021 09:44:16,4,0,0,4
08/02/2021 09:44:16,4,0,0,4
08/02/2021 09:44:16,3,2,0,1
08/02/2021 09:44:16,3,2,0,1
08/02/2021 09:44:16,3,2,0,1
08/02/2021 09:44:16,2,0,0,2
08/02/2021 09:44:16,2,0,0,2
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
08/02/2021 09:51:50,1,0,0,1
